,产品1,产品2,关联度
1151,ID392,ID143,1
1152,ID229,ID347,1
1153,ID347,ID229,1
1154,ID465,ID483,1
1155,ID483,ID465,1
1156,ID341,ID503,7
1157,ID503,ID341,7
1158,ID126,ID252,5
1159,ID252,ID126,5
1160,ID252,ID395,10
1161,ID395,ID252,10
1162,ID126,ID392,3
1163,ID392,ID126,3
1164,ID366,ID395,11
1165,ID395,ID366,11
1166,ID415,ID503,1
1167,ID503,ID415,1
1168,ID271,ID366,2
1169,ID366,ID271,2
1170,ID366,ID394,17
1171,ID394,ID366,17
1172,ID229,ID366,1
1173,ID366,ID229,1
1174,ID176,ID373,4
1175,ID176,ID394,4
1176,ID373,ID176,4
1177,ID394,ID176,4
1178,ID373,ID385,1
1179,ID385,ID373,1
1180,ID7,ID366,4
1181,ID366,ID7,4
1182,ID265,ID415,2
1183,ID415,ID265,2
1184,ID98,ID149,17
1185,ID149,ID98,17
1186,ID341,ID348,15
1187,ID348,ID341,15
1188,ID135,ID341,7
1189,ID135,ID373,8
1190,ID341,ID135,7
1191,ID373,ID135,8
1192,ID394,ID479,13
1193,ID479,ID394,13
1194,ID157,ID373,5
1195,ID373,ID157,5
1196,ID100,ID331,21
1197,ID100,ID487,21
1198,ID331,ID100,21
1199,ID487,ID100,21
1200,ID385,ID415,1
1201,ID415,ID385,1
1202,ID133,ID415,1
1203,ID415,ID133,1
1204,ID97,ID366,4
1205,ID366,ID97,4
1206,ID126,ID415,2
1207,ID415,ID126,2
1208,ID265,ID456,1
1209,ID456,ID265,1
1210,ID180,ID341,7
1211,ID341,ID180,7
1212,ID395,ID503,2
1213,ID503,ID395,2
1214,ID7,ID126,7
1215,ID126,ID7,7
1216,ID389,ID465,2
1217,ID465,ID389,2
1218,ID157,ID395,3
1219,ID395,ID157,3
1220,ID33,ID479,1
1221,ID371,ID479,12
1222,ID479,ID33,1
1223,ID479,ID371,12
1224,ID315,ID451,1
1225,ID451,ID315,1
1226,ID258,ID341,3
1227,ID258,ID395,4
1228,ID341,ID258,3
1229,ID395,ID258,4
1230,ID143,ID341,13
1231,ID341,ID143,13
1232,ID366,ID373,12
1233,ID373,ID366,12
1234,ID229,ID503,1
1235,ID503,ID229,1
1236,ID176,ID465,1
1237,ID465,ID176,1
1238,ID229,ID421,1
1239,ID229,ID454,15
1240,ID392,ID454,8
1241,ID421,ID229,1
1242,ID454,ID229,15
1243,ID454,ID392,8
1244,ID330,ID373,6
1245,ID330,ID455,96
1246,ID373,ID330,6
1247,ID373,ID455,8
1248,ID455,ID330,96
1249,ID455,ID373,8
1250,ID126,ID428,1
1251,ID149,ID428,4
1252,ID428,ID126,1
1253,ID428,ID149,4
1254,ID330,ID341,10
1255,ID341,ID330,10
1256,ID341,ID455,13
1257,ID455,ID341,13
1258,ID157,ID341,4
1259,ID157,ID415,1
1260,ID341,ID157,4
1261,ID415,ID157,1
1262,ID157,ID394,7
1263,ID394,ID157,7
1264,ID373,ID479,8
1265,ID479,ID373,8
1266,ID347,ID373,6
1267,ID373,ID347,6
1268,ID373,ID503,4
1269,ID394,ID503,4
1270,ID503,ID373,4
1271,ID503,ID394,4
1272,ID487,ID503,1
1273,ID503,ID487,1
1274,ID348,ID487,4
1275,ID487,ID348,4
1276,ID7,ID149,62
1277,ID149,ID7,62
1278,ID252,ID341,6
1279,ID252,ID373,5
1280,ID341,ID252,6
1281,ID373,ID252,5
1282,ID395,ID479,7
1283,ID479,ID395,7
1284,ID392,ID503,2
1285,ID503,ID392,2
1286,ID33,ID126,1
1287,ID33,ID373,2
1288,ID33,ID394,3
1289,ID126,ID33,1
1290,ID373,ID33,2
1291,ID394,ID33,3
1292,ID194,ID341,3
1293,ID194,ID373,2
1294,ID341,ID194,3
1295,ID373,ID194,2
1296,ID258,ID373,2
1297,ID373,ID258,2
1298,ID330,ID394,7
1299,ID330,ID395,3
1300,ID330,ID487,1
1301,ID394,ID330,7
1302,ID394,ID455,10
1303,ID395,ID330,3
1304,ID395,ID455,4
1305,ID455,ID394,10
1306,ID455,ID395,4
1307,ID455,ID487,6
1308,ID487,ID330,1
1309,ID487,ID455,6
1310,ID7,ID157,1
1311,ID157,ID7,1
1312,ID234,ID330,1
1313,ID234,ID455,2
1314,ID330,ID234,1
1315,ID455,ID234,2
1316,ID135,ID394,5
1317,ID394,ID135,5
1318,ID135,ID149,12
1319,ID149,ID135,12
1320,ID31,ID290,200
1321,ID31,ID341,31
1322,ID290,ID31,200
1323,ID290,ID341,26
1324,ID341,ID31,31
1325,ID341,ID290,26
1326,ID54,ID503,1
1327,ID503,ID54,1
1328,ID126,ID509,1
1329,ID149,ID509,27
1330,ID341,ID509,23
1331,ID509,ID126,1
1332,ID509,ID149,27
1333,ID509,ID341,23
1334,ID120,ID395,1
1335,ID120,ID415,2
1336,ID395,ID120,1
1337,ID415,ID120,2
1338,ID120,ID341,2
1339,ID341,ID120,2
1340,ID421,ID509,1
1341,ID509,ID421,1
1342,ID347,ID395,3
1343,ID395,ID347,3
1344,ID257,ID373,2
1345,ID373,ID257,2
1346,ID37,ID130,1
1347,ID37,ID234,1
1348,ID37,ID509,1
1349,ID130,ID37,1
1350,ID130,ID234,2
1351,ID130,ID373,1
1352,ID130,ID487,2
1353,ID130,ID509,1
1354,ID234,ID37,1
1355,ID234,ID130,2
1356,ID234,ID487,33
1357,ID234,ID509,10
1358,ID373,ID130,1
1359,ID373,ID509,17
1360,ID487,ID130,2
1361,ID487,ID234,33
1362,ID487,ID509,52
1363,ID509,ID37,1
1364,ID509,ID130,1
1365,ID509,ID234,10
1366,ID509,ID373,17
1367,ID509,ID487,52
1368,ID371,ID389,3
1369,ID389,ID371,3
1370,ID7,ID120,1
1371,ID7,ID130,2
1372,ID21,ID120,2
1373,ID21,ID130,2
1374,ID120,ID7,1
1375,ID120,ID21,2
1376,ID120,ID130,1
1377,ID130,ID7,2
1378,ID130,ID21,2
1379,ID130,ID120,1
1380,ID7,ID180,2
1381,ID180,ID7,2
1382,ID366,ID429,1
1383,ID429,ID366,1
1384,ID98,ID120,1
1385,ID120,ID98,1
1386,ID126,ID356,1
1387,ID356,ID126,1
1388,ID356,ID395,9
1389,ID395,ID356,9
1390,ID135,ID451,8
1391,ID451,ID135,8
1392,ID31,ID373,23
1393,ID290,ID373,21
1394,ID373,ID31,23
1395,ID373,ID290,21
1396,ID31,ID97,13
1397,ID31,ID465,7
1398,ID97,ID31,13
1399,ID97,ID290,11
1400,ID290,ID97,11
1401,ID290,ID465,7
1402,ID465,ID31,7
1403,ID465,ID290,7
1404,ID31,ID394,25
1405,ID290,ID394,21
1406,ID394,ID31,25
1407,ID394,ID290,21
1408,ID217,ID341,11
1409,ID217,ID348,1
1410,ID217,ID451,1
1411,ID341,ID217,11
1412,ID348,ID217,1
1413,ID451,ID217,1
1414,ID18,ID135,1
1415,ID135,ID18,1
1416,ID341,ID479,10
1417,ID479,ID341,10
1418,ID21,ID498,101
1419,ID341,ID498,8
1420,ID498,ID21,101
1421,ID498,ID341,8
1422,ID31,ID395,10
1423,ID290,ID395,6
1424,ID395,ID31,10
1425,ID395,ID290,6
1426,ID330,ID392,4
1427,ID392,ID330,4
1428,ID392,ID455,4
1429,ID455,ID392,4
1430,ID18,ID371,1
1431,ID18,ID487,1
1432,ID371,ID18,1
1433,ID487,ID18,1
1434,ID99,ID373,1
1435,ID373,ID99,1
1436,ID31,ID392,5
1437,ID290,ID392,4
1438,ID392,ID31,5
1439,ID392,ID290,4
1440,ID100,ID415,1
1441,ID415,ID100,1
1442,ID54,ID157,1
1443,ID157,ID54,1
1444,ID7,ID31,9
1445,ID7,ID290,3
1446,ID31,ID7,9
1447,ID290,ID7,3
1448,ID341,ID506,4
1449,ID506,ID341,4
1450,ID395,ID438,8
1451,ID421,ID465,2
1452,ID438,ID395,8
1453,ID438,ID465,2
1454,ID465,ID421,2
1455,ID465,ID438,2
1456,ID234,ID421,1
1457,ID234,ID438,3
1458,ID421,ID234,1
1459,ID438,ID234,3
1460,ID120,ID394,1
1461,ID394,ID120,1
1462,ID280,ID341,1
1463,ID280,ID415,1
1464,ID341,ID280,1
1465,ID415,ID280,1
1466,ID280,ID394,1
1467,ID394,ID280,1
1468,ID7,ID143,5
1469,ID143,ID7,5
1470,ID392,ID498,3
1471,ID498,ID392,3
1472,ID79,ID331,1
1473,ID331,ID79,1
1474,ID7,ID498,8
1475,ID498,ID7,8
1476,ID256,ID269,4
1477,ID256,ID349,1
1478,ID256,ID373,4
1479,ID269,ID256,4
1480,ID349,ID256,1
1481,ID373,ID256,4
1482,ID135,ID229,1
1483,ID149,ID229,6
1484,ID229,ID135,1
1485,ID229,ID149,6
1486,ID348,ID392,2
1487,ID392,ID348,2
1488,ID392,ID451,4
1489,ID451,ID392,4
1490,ID373,ID498,10
1491,ID498,ID373,10
1492,ID276,ID394,20
1493,ID394,ID276,20
1494,ID347,ID394,1
1495,ID394,ID347,1
1496,ID97,ID415,7
1497,ID176,ID415,2
1498,ID234,ID415,12
1499,ID415,ID97,7
1500,ID415,ID176,2
1501,ID415,ID234,12
1502,ID21,ID456,11
1503,ID456,ID21,11
1504,ID456,ID498,5
1505,ID498,ID456,5
1506,ID31,ID98,4
1507,ID98,ID31,4
1508,ID98,ID290,3
1509,ID98,ID465,1
1510,ID290,ID98,3
1511,ID465,ID98,1
1512,ID234,ID366,2
1513,ID366,ID234,2
1514,ID113,ID257,1
1515,ID257,ID113,1
1516,ID371,ID456,3
1517,ID371,ID498,3
1518,ID456,ID371,3
1519,ID498,ID371,3
1520,ID395,ID456,10
1521,ID395,ID498,10
1522,ID456,ID395,10
1523,ID498,ID395,10
1524,ID110,ID234,1
1525,ID234,ID110,1
1526,ID276,ID395,14
1527,ID395,ID276,14
1528,ID100,ID234,1
1529,ID234,ID100,1
1530,ID31,ID428,3
1531,ID290,ID428,1
1532,ID428,ID31,3
1533,ID428,ID290,1
1534,ID68,ID394,2
1535,ID68,ID395,1
1536,ID394,ID68,2
1537,ID395,ID68,1
1538,ID276,ID371,25
1539,ID371,ID276,25
1540,ID176,ID395,3
1541,ID395,ID176,3
1542,ID126,ID229,1
1543,ID229,ID126,1
1544,ID238,ID341,9
1545,ID341,ID238,9
1546,ID465,ID479,1
1547,ID479,ID465,1
1548,ID257,ID278,1
1549,ID278,ID257,1
1550,ID278,ID373,4
1551,ID373,ID278,4
1552,ID21,ID98,13
1553,ID98,ID21,13
1554,ID98,ID143,2
1555,ID143,ID98,2
1556,ID238,ID392,2
1557,ID392,ID238,2
1558,ID7,ID375,1
1559,ID97,ID375,197
1560,ID375,ID7,1
1561,ID375,ID97,197
1562,ID7,ID330,2
1563,ID7,ID455,5
1564,ID330,ID7,2
1565,ID455,ID7,5
1566,ID238,ID428,2
1567,ID428,ID238,2
1568,ID276,ID415,6
1569,ID415,ID276,6
1570,ID42,ID329,1
1571,ID329,ID42,1
1572,ID7,ID54,36
1573,ID54,ID7,36
1574,ID54,ID341,19
1575,ID341,ID54,19
1576,ID229,ID282,1
1577,ID282,ID229,1
1578,ID7,ID276,3
1579,ID276,ID7,3
1580,ID276,ID341,15
1581,ID341,ID276,15
1582,ID451,ID503,1
1583,ID503,ID451,1
1584,ID257,ID395,2
1585,ID395,ID257,2
1586,ID7,ID184,2
1587,ID184,ID7,2
1588,ID184,ID276,1
1589,ID276,ID184,1
1590,ID394,ID498,8
1591,ID498,ID394,8
1592,ID143,ID487,2
1593,ID487,ID143,2
1594,ID18,ID98,1
1595,ID18,ID366,4
1596,ID98,ID18,1
1597,ID98,ID366,1
1598,ID366,ID18,4
1599,ID366,ID98,1
1600,ID98,ID498,3
1601,ID498,ID98,3
1602,ID21,ID147,1
1603,ID143,ID147,1
1604,ID147,ID21,1
1605,ID147,ID143,1
1606,ID147,ID371,1
1607,ID371,ID147,1
1608,ID238,ID271,1
1609,ID238,ID373,5
1610,ID238,ID395,3
1611,ID271,ID238,1
1612,ID373,ID238,5
1613,ID395,ID238,3
1614,ID65,ID394,3
1615,ID394,ID65,3
1616,ID133,ID392,1
1617,ID234,ID392,2
1618,ID392,ID133,1
1619,ID392,ID234,2
1620,ID120,ID234,1
1621,ID234,ID120,1
1622,ID65,ID229,1
1623,ID229,ID65,1
1624,ID276,ID373,17
1625,ID373,ID276,17
1626,ID65,ID371,3
1627,ID65,ID373,5
1628,ID371,ID65,3
1629,ID373,ID65,5
1630,ID31,ID42,1
1631,ID42,ID31,1
1632,ID42,ID290,1
1633,ID290,ID42,1
1634,ID348,ID428,1
1635,ID428,ID348,1
1636,ID7,ID238,6
1637,ID238,ID7,6
1638,ID97,ID113,5
1639,ID113,ID97,5
1640,ID113,ID465,1
1641,ID113,ID495,3
1642,ID465,ID113,1
1643,ID495,ID113,3
1644,ID113,ID373,4
1645,ID373,ID113,4
1646,ID113,ID149,6
1647,ID113,ID278,1
1648,ID149,ID113,6
1649,ID278,ID113,1
1650,ID278,ID495,3
1651,ID495,ID278,3
1652,ID7,ID348,3
1653,ID7,ID451,38
1654,ID348,ID7,3
1655,ID451,ID7,38
1656,ID97,ID149,15
1657,ID149,ID97,15
1658,ID149,ID375,1
1659,ID278,ID375,1
1660,ID375,ID149,1
1661,ID375,ID278,1
1662,ID366,ID465,2
1663,ID465,ID366,2
1664,ID21,ID396,2
1665,ID143,ID396,1
1666,ID396,ID21,2
1667,ID396,ID143,1
1668,ID100,ID341,3
1669,ID341,ID100,3
1670,ID7,ID201,1
1671,ID201,ID7,1
1672,ID375,ID394,4
1673,ID394,ID375,4
1674,ID276,ID456,1
1675,ID456,ID276,1
1676,ID395,ID506,2
1677,ID506,ID395,2
1678,ID97,ID148,1
1679,ID97,ID217,3
1680,ID148,ID97,1
1681,ID148,ID217,2
1682,ID148,ID366,1
1683,ID217,ID97,3
1684,ID217,ID148,2
1685,ID217,ID366,1
1686,ID366,ID148,1
1687,ID366,ID217,1
1688,ID31,ID487,10
1689,ID290,ID487,1
1690,ID465,ID487,7
1691,ID487,ID31,10
1692,ID487,ID290,1
1693,ID487,ID465,7
1694,ID176,ID487,1
1695,ID487,ID176,1
1696,ID257,ID415,1
1697,ID415,ID257,1
1698,ID278,ID341,5
1699,ID341,ID278,5
1700,ID234,ID238,2
1701,ID238,ID234,2
1702,ID238,ID394,3
1703,ID394,ID238,3
1704,ID65,ID415,1
1705,ID415,ID65,1
1706,ID158,ID234,1
1707,ID158,ID373,1
1708,ID234,ID158,1
1709,ID373,ID158,1
1710,ID65,ID341,6
1711,ID341,ID65,6
1712,ID278,ID395,4
1713,ID278,ID465,1
1714,ID395,ID278,4
1715,ID465,ID278,1
1716,ID157,ID487,1
1717,ID487,ID157,1
1718,ID7,ID42,6
1719,ID42,ID7,6
1720,ID42,ID238,1
1721,ID238,ID42,1
1722,ID165,ID373,1
1723,ID373,ID165,1
1724,ID276,ID487,2
1725,ID487,ID276,2
1726,ID158,ID371,1
1727,ID158,ID451,1
1728,ID371,ID158,1
1729,ID451,ID158,1
1730,ID278,ID389,1
1731,ID389,ID278,1
1732,ID276,ID465,1
1733,ID465,ID276,1
1734,ID293,ID341,3
1735,ID293,ID454,1
1736,ID341,ID293,3
1737,ID341,ID454,199
1738,ID454,ID293,1
1739,ID454,ID341,199
1740,ID330,ID415,1
1741,ID415,ID330,1
1742,ID415,ID455,2
1743,ID455,ID415,2
1744,ID180,ID373,2
1745,ID373,ID180,2
1746,ID348,ID415,6
1747,ID415,ID348,6
1748,ID66,ID149,140
1749,ID66,ID487,1
1750,ID149,ID66,140
1751,ID487,ID66,1
1752,ID135,ID395,3
1753,ID395,ID135,3
1754,ID229,ID395,12
1755,ID229,ID479,4
1756,ID395,ID229,12
1757,ID479,ID229,4
1758,ID269,ID392,3
1759,ID349,ID392,1
1760,ID392,ID269,3
1761,ID392,ID349,1
1762,ID110,ID130,1
1763,ID130,ID110,1
1764,ID130,ID395,2
1765,ID395,ID130,2
1766,ID126,ID396,1
1767,ID396,ID126,1
1768,ID293,ID373,1
1769,ID373,ID293,1
1770,ID65,ID392,1
1771,ID392,ID65,1
1772,ID415,ID509,17
1773,ID473,ID509,1
1774,ID509,ID415,17
1775,ID509,ID473,1
1776,ID234,ID479,1
1777,ID479,ID234,1
1778,ID68,ID341,3
1779,ID341,ID68,3
1780,ID21,ID113,6
1781,ID21,ID442,3
1782,ID113,ID21,6
1783,ID113,ID282,1
1784,ID113,ID442,1
1785,ID282,ID113,1
1786,ID282,ID442,1
1787,ID442,ID21,3
1788,ID442,ID113,1
1789,ID442,ID282,1
1790,ID347,ID392,1
1791,ID392,ID347,1
1792,ID293,ID394,5
1793,ID293,ID395,2
1794,ID394,ID293,5
1795,ID395,ID293,2
1796,ID365,ID454,6
1797,ID454,ID365,6
1798,ID66,ID341,15
1799,ID341,ID66,15
1800,ID415,ID451,21
1801,ID451,ID415,21
1802,ID347,ID371,1
1803,ID371,ID347,1
1804,ID135,ID234,1
1805,ID234,ID135,1
1806,ID66,ID371,2
1807,ID66,ID395,1
1808,ID371,ID66,2
1809,ID395,ID66,1
1810,ID165,ID394,1
1811,ID394,ID165,1
1812,ID66,ID97,7
1813,ID97,ID66,7
1814,ID373,ID375,10
1815,ID375,ID373,10
1816,ID66,ID394,6
1817,ID394,ID66,6
1818,ID31,ID234,4
1819,ID234,ID31,4
1820,ID234,ID290,1
1821,ID290,ID234,1
1822,ID276,ID396,1
1823,ID396,ID276,1
1824,ID194,ID392,1
1825,ID392,ID194,1
1826,ID495,ID509,1
1827,ID509,ID495,1
1828,ID7,ID257,2
1829,ID257,ID7,2
1830,ID158,ID256,1
1831,ID256,ID158,1
1832,ID234,ID389,2
1833,ID389,ID234,2
1834,ID7,ID479,5
1835,ID415,ID479,1
1836,ID479,ID7,5
1837,ID479,ID415,1
1838,ID373,ID506,3
1839,ID506,ID373,3
1840,ID120,ID217,1
1841,ID217,ID120,1
1842,ID238,ID487,2
1843,ID487,ID238,2
1844,ID415,ID421,1
1845,ID421,ID415,1
1846,ID276,ID509,1
1847,ID509,ID276,1
1848,ID180,ID394,1
1849,ID394,ID180,1
1850,ID7,ID229,12
1851,ID229,ID7,12
1852,ID293,ID487,1
1853,ID487,ID293,1
1854,ID320,ID371,4
1855,ID320,ID373,8
1856,ID371,ID320,4
1857,ID373,ID320,8
1858,ID97,ID392,3
1859,ID176,ID392,1
1860,ID392,ID97,3
1861,ID392,ID176,1
1862,ID229,ID320,1
1863,ID320,ID229,1
1864,ID7,ID236,1
1865,ID236,ID7,1
1866,ID66,ID415,3
1867,ID149,ID415,22
1868,ID415,ID66,3
1869,ID415,ID149,22
1870,ID238,ID509,1
1871,ID509,ID238,1
1872,ID229,ID371,2
1873,ID371,ID229,2
1874,ID271,ID272,1
1875,ID272,ID271,1
1876,ID272,ID341,6
1877,ID272,ID394,4
1878,ID341,ID272,6
1879,ID394,ID272,4
1880,ID341,ID375,7
1881,ID375,ID341,7
1882,ID351,ID473,1
1883,ID473,ID351,1
1884,ID375,ID487,1
1885,ID487,ID375,1
1886,ID307,ID487,75
1887,ID487,ID307,75
1888,ID229,ID276,1
1889,ID276,ID229,1
1890,ID302,ID373,1
1891,ID373,ID302,1
1892,ID234,ID302,1
1893,ID302,ID234,1
1894,ID302,ID394,3
1895,ID394,ID302,3
1896,ID302,ID341,2
1897,ID341,ID302,2
1898,ID395,ID454,98
1899,ID454,ID395,98
1900,ID66,ID392,3
1901,ID149,ID392,7
1902,ID392,ID66,3
1903,ID392,ID149,7
1904,ID147,ID238,1
1905,ID238,ID147,1
1906,ID180,ID415,1
1907,ID415,ID180,1
1908,ID180,ID395,1
1909,ID395,ID180,1
1910,ID98,ID238,1
1911,ID238,ID98,1
1912,ID7,ID135,1
1913,ID135,ID7,1
1914,ID301,ID307,1
1915,ID301,ID394,2
1916,ID301,ID395,2
1917,ID301,ID487,10
1918,ID307,ID301,1
1919,ID307,ID394,7
1920,ID307,ID395,2
1921,ID394,ID301,2
1922,ID394,ID307,7
1923,ID395,ID301,2
1924,ID395,ID307,2
1925,ID487,ID301,10
1926,ID307,ID373,10
1927,ID373,ID307,10
1928,ID209,ID276,1
1929,ID276,ID209,1
1930,ID341,ID471,1
1931,ID373,ID471,1
1932,ID471,ID341,1
1933,ID471,ID373,1
1934,ID37,ID217,1
1935,ID217,ID37,1
1936,ID98,ID158,1
1937,ID158,ID98,1
1938,ID234,ID276,2
1939,ID276,ID234,2
1940,ID307,ID465,1
1941,ID465,ID307,1
1942,ID7,ID307,1
1943,ID307,ID7,1
1944,ID21,ID110,1
1945,ID110,ID21,1
1946,ID135,ID487,1
1947,ID487,ID135,1
1948,ID307,ID392,3
1949,ID392,ID307,3
1950,ID271,ID307,1
1951,ID271,ID487,15
1952,ID307,ID271,1
1953,ID487,ID271,15
1954,ID234,ID347,1
1955,ID347,ID234,1
1956,ID66,ID252,4
1957,ID149,ID252,14
1958,ID252,ID66,4
1959,ID252,ID149,14
1960,ID7,ID66,2
1961,ID66,ID7,2
1962,ID21,ID297,19
1963,ID143,ID297,1
1964,ID297,ID21,19
1965,ID297,ID143,1
1966,ID272,ID373,4
1967,ID373,ID272,4
1968,ID7,ID33,5
1969,ID7,ID272,3
1970,ID33,ID7,5
1971,ID33,ID272,1
1972,ID272,ID7,3
1973,ID272,ID33,1
1974,ID37,ID428,1
1975,ID428,ID37,1
1976,ID116,ID229,2
1977,ID229,ID116,2
1978,ID307,ID341,3
1979,ID341,ID307,3
1980,ID126,ID234,1
1981,ID149,ID234,10
1982,ID234,ID126,1
1983,ID234,ID149,10
1984,ID272,ID356,1
1985,ID356,ID272,1
1986,ID263,ID415,1
1987,ID415,ID263,1
1988,ID252,ID394,4
1989,ID394,ID252,4
1990,ID272,ID455,1
1991,ID455,ID272,1
1992,ID125,ID341,2
1993,ID125,ID373,2
1994,ID341,ID125,2
1995,ID373,ID125,2
1996,ID272,ID395,3
1997,ID395,ID272,3
1998,ID21,ID278,5
1999,ID278,ID21,5
2000,ID278,ID498,1
2001,ID498,ID278,1
2002,ID7,ID116,1
2003,ID116,ID7,1
2004,ID116,ID394,1
2005,ID394,ID116,1
2006,ID143,ID278,1
2007,ID278,ID143,1
2008,ID135,ID392,1
2009,ID392,ID135,1
2010,ID180,ID392,1
2011,ID392,ID180,1
2012,ID487,ID506,1
2013,ID506,ID487,1
2014,ID37,ID415,1
2015,ID415,ID37,1
2016,ID236,ID373,1
2017,ID373,ID236,1
2018,ID116,ID341,2
2019,ID341,ID116,2
2020,ID278,ID508,1
2021,ID508,ID278,1
2022,ID217,ID307,1
2023,ID217,ID487,50
2024,ID307,ID217,1
2025,ID487,ID217,50
2026,ID185,ID272,1
2027,ID272,ID185,1
2028,ID272,ID415,2
2029,ID415,ID272,2
2030,ID257,ID451,1
2031,ID451,ID257,1
2032,ID272,ID371,1
2033,ID371,ID272,1
2034,ID375,ID392,1
2035,ID392,ID375,1
2036,ID98,ID272,1
2037,ID272,ID98,1
2038,ID272,ID392,1
2039,ID392,ID272,1
2040,ID95,ID135,1
2041,ID95,ID149,2
2042,ID135,ID95,1
2043,ID149,ID95,2
2044,ID116,ID373,1
2045,ID373,ID116,1
2046,ID66,ID373,4
2047,ID373,ID66,4
2048,ID66,ID271,2
2049,ID149,ID271,6
2050,ID271,ID66,2
2051,ID271,ID149,6
2052,ID66,ID465,1
2053,ID149,ID465,5
2054,ID465,ID66,1
2055,ID465,ID149,5
2056,ID82,ID454,5
2057,ID82,ID487,5
2058,ID454,ID82,5
2059,ID487,ID82,5
2060,ID21,ID73,6
2061,ID73,ID21,6
2062,ID73,ID454,6
2063,ID73,ID487,6
2064,ID454,ID73,6
2065,ID487,ID73,6
2066,ID53,ID466,2
2067,ID53,ID487,4
2068,ID466,ID53,2
2069,ID466,ID487,381
2070,ID487,ID53,4
2071,ID487,ID466,381
2072,ID108,ID454,43
2073,ID108,ID487,43
2074,ID454,ID108,43
2075,ID487,ID108,43
2076,ID43,ID454,1
2077,ID43,ID487,1
2078,ID454,ID43,1
2079,ID487,ID43,1
2080,ID454,ID463,23
2081,ID463,ID454,23
2082,ID463,ID487,23
2083,ID487,ID463,23
2084,ID217,ID279,3
2085,ID217,ID323,1
2086,ID217,ID454,49
2087,ID279,ID217,3
2088,ID279,ID323,2
2089,ID279,ID454,25
2090,ID323,ID217,1
2091,ID323,ID279,2
2092,ID323,ID454,2
2093,ID454,ID217,49
2094,ID454,ID279,25
2095,ID454,ID323,2
2096,ID268,ID454,61
2097,ID268,ID487,61
2098,ID454,ID268,61
2099,ID487,ID268,61
2100,ID177,ID454,15
2101,ID177,ID466,5
2102,ID177,ID487,15
2103,ID454,ID177,15
2104,ID454,ID466,384
2105,ID466,ID177,5
2106,ID466,ID454,384
2107,ID487,ID177,15
2108,ID231,ID454,4
2109,ID231,ID487,4
2110,ID454,ID231,4
2111,ID487,ID231,4
2112,ID189,ID454,4
2113,ID454,ID189,4
2114,ID225,ID454,8
2115,ID225,ID466,3
2116,ID225,ID487,8
2117,ID454,ID225,8
2118,ID466,ID225,3
2119,ID487,ID225,8
2120,ID138,ID454,4
2121,ID138,ID487,4
2122,ID454,ID138,4
2123,ID487,ID138,4
2124,ID145,ID454,14
2125,ID145,ID487,14
2126,ID454,ID145,14
2127,ID487,ID145,14
2128,ID292,ID341,5
2129,ID292,ID454,86
2130,ID292,ID466,17
2131,ID292,ID487,86
2132,ID341,ID292,5
2133,ID341,ID466,86
2134,ID454,ID292,86
2135,ID466,ID292,17
2136,ID466,ID341,86
2137,ID487,ID292,86
2138,ID341,ID474,13
2139,ID454,ID474,59
2140,ID474,ID341,13
2141,ID474,ID454,59
2142,ID474,ID487,59
2143,ID487,ID474,59
2144,ID44,ID415,4
2145,ID44,ID454,44
2146,ID44,ID487,44
2147,ID415,ID44,4
2148,ID415,ID454,46
2149,ID454,ID44,44
2150,ID454,ID415,46
2151,ID487,ID44,44
2152,ID7,ID268,11
2153,ID7,ID344,48
2154,ID268,ID7,11
2155,ID268,ID344,5
2156,ID344,ID7,48
2157,ID344,ID268,5
2158,ID344,ID454,57
2159,ID344,ID487,62
2160,ID454,ID344,57
2161,ID487,ID344,62
2162,ID454,ID478,9
2163,ID478,ID454,9
2164,ID478,ID487,9
2165,ID487,ID478,9
2166,ID11,ID454,4
2167,ID11,ID487,10
2168,ID454,ID11,4
2169,ID487,ID11,10
2170,ID334,ID394,2
2171,ID334,ID454,19
2172,ID334,ID487,19
2173,ID394,ID334,2
2174,ID394,ID454,73
2175,ID454,ID334,19
2176,ID454,ID394,73
2177,ID487,ID334,19
2178,ID454,ID470,13
2179,ID470,ID454,13
2180,ID470,ID487,13
2181,ID487,ID470,13
2182,ID454,ID480,6
2183,ID480,ID454,6
2184,ID480,ID487,6
2185,ID487,ID480,6
2186,ID7,ID474,6
2187,ID149,ID474,5
2188,ID474,ID7,6
2189,ID474,ID149,5
2190,ID198,ID454,3
2191,ID454,ID198,3
2192,ID308,ID454,50
2193,ID308,ID487,50
2194,ID454,ID308,50
2195,ID487,ID308,50
2196,ID114,ID454,35
2197,ID114,ID466,19
2198,ID114,ID487,35
2199,ID114,ID509,1
2200,ID454,ID114,35
2201,ID454,ID509,45
2202,ID466,ID114,19
2203,ID466,ID509,26
2204,ID487,ID114,35
2205,ID509,ID114,1
2206,ID509,ID454,45
2207,ID509,ID466,26
2208,ID55,ID373,4
2209,ID55,ID454,52
2210,ID55,ID487,52
2211,ID373,ID55,4
2212,ID454,ID55,52
2213,ID487,ID55,52
2214,ID292,ID395,4
2215,ID395,ID292,4
2216,ID395,ID466,52
2217,ID466,ID395,52
2218,ID145,ID373,1
2219,ID145,ID466,4
2220,ID373,ID145,1
2221,ID466,ID145,4
2222,ID170,ID371,1
2223,ID170,ID373,1
2224,ID170,ID454,1
2225,ID170,ID466,1
