语料ID,产品ID,产品名称
餐饮评论-1495,ID495,优乐堡（开发区店）
餐饮评论-1496,ID496,清香面包店（车田街店）
餐饮评论-1497,ID497,优乐堡（开发区店）
餐饮评论-1498,ID498,果之度（为民店）
餐饮评论-1499,ID499,旺角亭（为民店）
餐饮评论-1500,ID500,爱可咖啡馆（茂南店）
餐饮评论-1501,ID501,爱可咖啡馆（茂南店）
餐饮评论-1502,ID502,渔乐码头烤鱼牛蛙晚饭餐厅
餐饮评论-1503,ID503,果之度（为民店）
餐饮评论-1504,ID504,甜在心扉千层蛋糕（茂名店）
餐饮评论-1505,ID505,爱可咖啡馆（茂南店）
餐饮评论-1506,ID506,旺角亭（为民店）
餐饮评论-1507,ID507,丰年面包店（茂南区店）
餐饮评论-1508,ID508,优之品西点
餐饮评论-1509,ID509,果之度（迎宾三路店）
餐饮评论-1510,ID510,优之品西点
餐饮评论-1511,ID511,优之品西点
餐饮评论-1512,ID512,清香面包店（车田街店）
餐饮评论-1513,ID513,瀛食精致料理
餐饮评论-1514,ID514,清香面包店（车田街店）
餐饮评论-1515,ID515,清香面包店（车田街店）
餐饮评论-1516,ID516,丰年面包店（茂南区店）
餐饮评论-1517,ID517,甜在心扉千层蛋糕（茂名店）
餐饮评论-1518,ID518,相聚时光（光明店）
餐饮评论-1519,ID519,相聚时光（光明店）
餐饮评论-1520,ID520,优乐堡（开发区店）
餐饮评论-1521,ID521,优之品西点
餐饮评论-1522,ID522,相聚时光（光明店）
餐饮评论-1523,ID523,清香面包店（车田街店）
餐饮评论-1524,ID524,清香面包店（车田街店）
餐饮评论-1525,ID525,甜在心扉千层蛋糕（茂名店）
餐饮评论-1526,ID526,清香面包店（车田街店）
餐饮评论-1527,ID527,果之度（为民店）
餐饮评论-1528,ID528,优之品西点
餐饮评论-1529,ID529,清香面包店（车田街店）
餐饮评论-1530,ID530,渔乐码头烤鱼牛蛙晚饭餐厅
餐饮评论-1531,ID531,清香面包店（车田街店）
餐饮评论-1532,ID532,小乔紫菜卷（小乔店）
餐饮评论-1533,ID533,相聚时光（光明店）
餐饮评论-1534,ID534,相聚时光（光明店）
餐饮评论-1535,ID535,清香面包店（车田街店）
餐饮评论-1536,ID536,果之度（为民店）
餐饮评论-1537,ID537,渔乐码头烤鱼牛蛙晚饭餐厅
餐饮评论-1538,ID538,相聚时光（光明店）
餐饮评论-1539,ID539,果之度（为民店）
餐饮评论-1540,ID540,爱丽丝音乐餐吧
餐饮评论-1541,ID541,爱可咖啡馆（茂南店）
餐饮评论-1542,ID542,优乐堡（开发区店）
餐饮评论-1543,ID543,爱可咖啡馆（茂南店）
餐饮评论-1544,ID544,瀛食精致料理
餐饮评论-1545,ID545,果之度（迎宾三路店）
餐饮评论-1546,ID546,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）
餐饮评论-1547,ID547,爱丽丝音乐餐吧
餐饮评论-1548,ID548,爱丽丝音乐餐吧
餐饮评论-1549,ID549,果之度（为民店）
餐饮评论-1550,ID550,清香面包店（车田街店）
餐饮评论-1551,ID551,小乔紫菜卷（小乔店）
餐饮评论-1552,ID552,小乔紫菜卷（小乔店）
餐饮评论-1553,ID553,甜在心扉千层蛋糕（茂名店）
餐饮评论-1554,ID554,优乐堡（开发区店）
餐饮评论-1555,ID555,爱可咖啡馆（茂南店）
餐饮评论-1556,ID556,优之品西点
餐饮评论-1557,ID557,优之品西点
餐饮评论-1558,ID558,清香面包店（车田街店）
餐饮评论-1559,ID559,清香面包店（车田街店）
餐饮评论-1560,ID560,相聚时光（光明店）
餐饮评论-1561,ID561,果之度（为民店）
餐饮评论-1562,ID562,鲜饮时光（高州店）
餐饮评论-1563,ID563,优之品西点
餐饮评论-1564,ID564,旺角亭（为民店）
餐饮评论-1565,ID565,甜在心扉千层蛋糕（茂名店）
餐饮评论-1566,ID566,相聚时光（光明店）
餐饮评论-1567,ID567,优之品西点
餐饮评论-1568,ID568,小乔紫菜卷（小乔店）
餐饮评论-1569,ID569,小乔紫菜卷（小乔店）
餐饮评论-1570,ID570,小乔紫菜卷（小乔店）
餐饮评论-1571,ID571,小乔紫菜卷（小乔店）
餐饮评论-1572,ID572,果之度（为民店）
餐饮评论-1573,ID573,相聚时光（光明店）
餐饮评论-1574,ID574,清香面包店（车田街店）
餐饮评论-1575,ID575,甜在心扉千层蛋糕（茂名店）
餐饮评论-1576,ID576,果之度（为民店）
餐饮评论-1577,ID577,果之度（为民店）
餐饮评论-1578,ID578,果之度（为民店）
餐饮评论-1579,ID579,果之度（为民店）
餐饮评论-1580,ID580,小乔紫菜卷（小乔店）
餐饮评论-1581,ID581,果之度（为民店）
餐饮评论-1582,ID582,果之度（为民店）
餐饮评论-1583,ID583,果之度（为民店）
餐饮评论-1584,ID584,果之度（为民店）
餐饮评论-1585,ID585,果之度（为民店）
餐饮评论-1586,ID586,清香面包店（车田街店）
餐饮评论-1587,ID587,清香面包店（车田街店）
餐饮评论-1588,ID588,盛香烧鹅（东方市场店）
餐饮评论-1589,ID589,优乐堡（开发区店）
餐饮评论-1590,ID590,小乔紫菜卷（小乔店）
餐饮评论-1591,ID591,小乔紫菜卷（小乔店）
餐饮评论-1592,ID592,清香面包店（车田街店）
餐饮评论-1593,ID593,清香面包店（车田街店）
餐饮评论-1594,ID594,优乐堡（开发区店）
餐饮评论-1595,ID595,优乐堡（开发区店）
餐饮评论-1596,ID596,果之度（为民店）
餐饮评论-1597,ID597,丰年面包店（茂南区店）
餐饮评论-1598,ID598,功夫鸡排（光华北路店）
餐饮评论-1599,ID599,优之品西点
餐饮评论-1600,ID600,CAKE情迷黑森林
餐饮评论-1601,ID601,甜在心扉千层蛋糕（茂名店）
餐饮评论-1602,ID602,盛香烧鹅（东方市场店）
餐饮评论-1603,ID603,爱可咖啡馆（茂南店）
餐饮评论-1604,ID604,盛香烧鹅（东方市场店）
餐饮评论-1605,ID605,清香面包店（车田街店）
餐饮评论-1606,ID606,甜在心扉千层蛋糕（茂名店）
餐饮评论-1607,ID607,优之品西点
餐饮评论-1608,ID608,果之度（为民店）
餐饮评论-1609,ID609,清香面包店（车田街店）
餐饮评论-1610,ID610,优乐堡（开发区店）
餐饮评论-1611,ID611,优乐堡（开发区店）
餐饮评论-1612,ID612,优乐堡（开发区店）
餐饮评论-1613,ID613,优乐堡（开发区店）
餐饮评论-1614,ID614,盛香烧鹅（东方市场店）
餐饮评论-1615,ID615,清香面包店（车田街店）
餐饮评论-1616,ID616,盛香烧鹅（东方市场店）
餐饮评论-1617,ID617,CAKE情迷黑森林
餐饮评论-1618,ID618,清香面包店（车田街店）
餐饮评论-1619,ID619,鲜饮时光（高州店）
餐饮评论-1620,ID620,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）
餐饮评论-1621,ID621,优之品西点
餐饮评论-1622,ID622,清香面包店（车田街店）
餐饮评论-1623,ID623,清香面包店（车田街店）
餐饮评论-1624,ID624,相聚时光（光明店）
餐饮评论-1625,ID625,清香面包店（车田街店）
餐饮评论-1626,ID626,功夫鸡排（光华北路店）
餐饮评论-1627,ID627,清香面包店（车田街店）
餐饮评论-1628,ID628,爱可咖啡馆（茂南店）
餐饮评论-1629,ID629,果之度（为民店）
餐饮评论-1630,ID630,CAKE情迷黑森林
餐饮评论-1631,ID631,旺角亭（为民店）
餐饮评论-1632,ID632,清香面包店（车田街店）
餐饮评论-1633,ID633,清香面包店（车田街店）
餐饮评论-1634,ID634,爱可咖啡馆（茂南店）
餐饮评论-1635,ID635,果之度（迎宾三路店）
餐饮评论-1636,ID636,清香面包店（车田街店）
餐饮评论-1637,ID637,果之度（为民店）
餐饮评论-1638,ID638,CAKE情迷黑森林
餐饮评论-1639,ID639,CAKE情迷黑森林
餐饮评论-1640,ID640,瀛食精致料理
餐饮评论-1641,ID641,盛香烧鹅（东方市场店）
餐饮评论-1642,ID642,果之度（为民店）
餐饮评论-1643,ID643,盛香烧鹅（东方市场店）
餐饮评论-1644,ID644,CAKE情迷黑森林
餐饮评论-1645,ID645,小乔紫菜卷（小乔店）
餐饮评论-1646,ID646,清香面包店（车田街店）
餐饮评论-1647,ID647,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）
餐饮评论-1648,ID648,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）
餐饮评论-1649,ID649,CAKE情迷黑森林
餐饮评论-1650,ID650,CAKE情迷黑森林
餐饮评论-1651,ID651,相聚时光（光明店）
餐饮评论-1652,ID652,果之度（迎宾三路店）
餐饮评论-1653,ID653,果之度（为民店）
餐饮评论-1654,ID654,优之品西点
餐饮评论-1655,ID655,清香面包店（车田街店）
餐饮评论-1656,ID656,渔乐码头烤鱼牛蛙晚饭餐厅
餐饮评论-1657,ID657,盛香烧鹅（东方市场店）
餐饮评论-1658,ID658,盛香烧鹅（东方市场店）
餐饮评论-1659,ID659,盛香烧鹅（东方市场店）
餐饮评论-1660,ID660,CAKE情迷黑森林
餐饮评论-1661,ID661,果之度（为民店）
餐饮评论-1662,ID662,果之度（为民店）
餐饮评论-1663,ID663,瀛食精致料理
餐饮评论-1664,ID664,优乐堡（开发区店）
餐饮评论-1665,ID665,果之度（为民店）
餐饮评论-1666,ID666,果之度（为民店）
餐饮评论-1667,ID667,CAKE情迷黑森林
餐饮评论-1668,ID668,CAKE情迷黑森林
餐饮评论-1669,ID669,清香面包店（车田街店）
餐饮评论-1670,ID670,果之度（迎宾三路店）
餐饮评论-1671,ID671,果之度（为民店）
餐饮评论-1672,ID672,果之度（为民店）
餐饮评论-1673,ID673,清香面包店（车田街店）
餐饮评论-1674,ID674,丰年面包店（茂南区店）
餐饮评论-1675,ID675,相聚时光（光明店）
餐饮评论-1676,ID676,渔乐码头烤鱼牛蛙晚饭餐厅
餐饮评论-1677,ID677,优乐堡（开发区店）
餐饮评论-1678,ID678,CAKE情迷黑森林
餐饮评论-1679,ID679,清香面包店（车田街店）
餐饮评论-1680,ID680,小乔紫菜卷（小乔店）
餐饮评论-1681,ID681,小乔紫菜卷（小乔店）
餐饮评论-1682,ID682,优乐堡（开发区店）
餐饮评论-1683,ID683,优之品西点
餐饮评论-1684,ID684,小乔紫菜卷（小乔店）
餐饮评论-1685,ID685,CAKE情迷黑森林
餐饮评论-1686,ID686,CAKE情迷黑森林
餐饮评论-1687,ID687,CAKE情迷黑森林
餐饮评论-1688,ID688,清香面包店（车田街店）
餐饮评论-1689,ID689,优乐堡（开发区店）
餐饮评论-1690,ID690,CAKE情迷黑森林
餐饮评论-1691,ID691,甜在心扉千层蛋糕（茂名店）
餐饮评论-1692,ID692,果之度（为民店）
餐饮评论-1693,ID693,CAKE情迷黑森林
餐饮评论-1694,ID694,果之度（为民店）
餐饮评论-1695,ID695,CAKE情迷黑森林
餐饮评论-1696,ID696,果之度（为民店）
餐饮评论-1697,ID697,相聚时光（光明店）
餐饮评论-1698,ID698,CAKE情迷黑森林
餐饮评论-1699,ID699,清香面包店（车田街店）
餐饮评论-1700,ID700,盛香烧鹅（东方市场店）
餐饮评论-1701,ID701,优乐堡（开发区店）
餐饮评论-1702,ID702,CAKE情迷黑森林
餐饮评论-1703,ID703,清香面包店（车田街店）
餐饮评论-1704,ID704,爱可咖啡馆（茂南店）
餐饮评论-1705,ID705,优乐堡（开发区店）
餐饮评论-1706,ID706,优乐堡（开发区店）
餐饮评论-1707,ID707,优之品西点
餐饮评论-1708,ID708,优乐堡（开发区店）
餐饮评论-1709,ID709,优之品西点
餐饮评论-1710,ID710,CAKE情迷黑森林
餐饮评论-1711,ID711,CAKE情迷黑森林
餐饮评论-1712,ID712,CAKE情迷黑森林
餐饮评论-1713,ID713,CAKE情迷黑森林
餐饮评论-1714,ID714,清香面包店（车田街店）
餐饮评论-1715,ID715,清香面包店（车田街店）
餐饮评论-1716,ID716,果之度（为民店）
餐饮评论-1717,ID717,相聚时光（光明店）
餐饮评论-1718,ID718,盛香烧鹅（东方市场店）
餐饮评论-1719,ID719,CAKE情迷黑森林
餐饮评论-1720,ID720,相聚时光（光明店）
餐饮评论-1721,ID721,清香面包店（车田街店）
餐饮评论-1722,ID722,功夫鸡排（光华北路店）
餐饮评论-1723,ID723,清香面包店（车田街店）
餐饮评论-1724,ID724,果之度（为民店）
餐饮评论-1725,ID725,相聚时光（光明店）
餐饮评论-1726,ID726,优之品西点
餐饮评论-1727,ID727,清香面包店（车田街店）
餐饮评论-1728,ID728,甜在心扉千层蛋糕（茂名店）
餐饮评论-1729,ID729,相聚时光（光明店）
餐饮评论-1730,ID730,盛香烧鹅（东方市场店）
餐饮评论-1731,ID731,渔乐码头烤鱼牛蛙晚饭餐厅
餐饮评论-1732,ID732,清香面包店（车田街店）
餐饮评论-1733,ID733,优乐堡（开发区店）
餐饮评论-1734,ID734,CAKE情迷黑森林
餐饮评论-1735,ID735,CAKE情迷黑森林
餐饮评论-1736,ID736,相聚时光（光明店）
餐饮评论-1737,ID737,渔乐码头烤鱼牛蛙晚饭餐厅
餐饮评论-1738,ID738,旺角亭（为民店）
餐饮评论-1739,ID739,旺角亭（为民店）
餐饮评论-1740,ID740,盛香烧鹅（东方市场店）
餐饮评论-1741,ID741,优乐堡（开发区店）
餐饮评论-1742,ID742,优乐堡（开发区店）
餐饮评论-1743,ID743,CAKE情迷黑森林
餐饮评论-1744,ID744,清香面包店（车田街店）
餐饮评论-1745,ID745,果之度（为民店）
餐饮评论-1746,ID746,CAKE情迷黑森林
餐饮评论-1747,ID747,CAKE情迷黑森林
餐饮评论-1748,ID748,爱可咖啡馆（茂南店）
餐饮评论-1749,ID749,瀛食精致料理
餐饮评论-1750,ID750,CAKE情迷黑森林
餐饮评论-1751,ID751,CAKE情迷黑森林
餐饮评论-1752,ID752,CAKE情迷黑森林
餐饮评论-1753,ID753,CAKE情迷黑森林
餐饮评论-1754,ID754,CAKE情迷黑森林
餐饮评论-1755,ID755,CAKE情迷黑森林
餐饮评论-1756,ID756,CAKE情迷黑森林
餐饮评论-1757,ID757,CAKE情迷黑森林
餐饮评论-1758,ID758,果之度（为民店）
餐饮评论-1759,ID759,CAKE情迷黑森林
餐饮评论-1760,ID760,清香面包店（车田街店）
餐饮评论-1761,ID761,相聚时光（光明店）
餐饮评论-1762,ID762,甜在心扉千层蛋糕（茂名店）
餐饮评论-1763,ID763,清香面包店（车田街店）
餐饮评论-1764,ID764,CAKE情迷黑森林
餐饮评论-1765,ID765,CAKE情迷黑森林
餐饮评论-1766,ID766,优乐堡（开发区店）
餐饮评论-1767,ID767,优之品西点
餐饮评论-1768,ID768,功夫鸡排（光华北路店）
餐饮评论-1769,ID769,CAKE情迷黑森林
餐饮评论-1770,ID770,CAKE情迷黑森林
餐饮评论-1771,ID771,CAKE情迷黑森林
餐饮评论-1772,ID772,相聚时光（光明店）
餐饮评论-1773,ID773,CAKE情迷黑森林
餐饮评论-1774,ID774,CAKE情迷黑森林
餐饮评论-1775,ID775,甜在心扉千层蛋糕（茂名店）
餐饮评论-1776,ID776,优乐堡（开发区店）
餐饮评论-1777,ID777,CAKE情迷黑森林
餐饮评论-1778,ID778,CAKE情迷黑森林
餐饮评论-1779,ID779,优乐堡（开发区店）
餐饮评论-1780,ID780,优乐堡（开发区店）
餐饮评论-1781,ID781,果之度（为民店）
餐饮评论-1782,ID782,CAKE情迷黑森林
餐饮评论-1783,ID783,相聚时光（光明店）
餐饮评论-1784,ID784,爱可咖啡馆（茂南店）
餐饮评论-1785,ID785,盛香烧鹅（东方市场店）
餐饮评论-1786,ID786,清香面包店（车田街店）
餐饮评论-1787,ID787,CAKE情迷黑森林
餐饮评论-1788,ID788,优之品西点
餐饮评论-1789,ID789,果之度（为民店）
餐饮评论-1790,ID790,旺角亭（为民店）
餐饮评论-1791,ID791,果之度（为民店）
餐饮评论-1792,ID792,相聚时光（光明店）
餐饮评论-1793,ID793,CAKE情迷黑森林
餐饮评论-1794,ID794,清香面包店（车田街店）
餐饮评论-1795,ID795,爱可咖啡馆（茂南店）
餐饮评论-1796,ID796,CAKE情迷黑森林
餐饮评论-1797,ID797,CAKE情迷黑森林
餐饮评论-1798,ID798,小乔紫菜卷（小乔店）
餐饮评论-1799,ID799,小乔紫菜卷（小乔店）
餐饮评论-1800,ID800,小乔紫菜卷（小乔店）
餐饮评论-1801,ID801,果之度（为民店）
餐饮评论-1802,ID802,优乐堡（开发区店）
餐饮评论-1803,ID803,优之品西点
餐饮评论-1804,ID804,功夫鸡排（光华北路店）
餐饮评论-1805,ID805,爱可咖啡馆（茂南店）
餐饮评论-1806,ID806,CAKE情迷黑森林
餐饮评论-1807,ID807,清香面包店（车田街店）
餐饮评论-1808,ID808,相聚时光（光明店）
餐饮评论-1809,ID809,果之度（为民店）
餐饮评论-1810,ID810,果之度（为民店）
餐饮评论-1811,ID811,CAKE情迷黑森林
餐饮评论-1812,ID812,果之度（为民店）
餐饮评论-1813,ID813,果之度（为民店）
餐饮评论-1814,ID814,CAKE情迷黑森林
餐饮评论-1815,ID815,功夫鸡排（光华北路店）
餐饮评论-1816,ID816,小乔紫菜卷（小乔店）
餐饮评论-1817,ID817,CAKE情迷黑森林
餐饮评论-1818,ID818,优乐堡（开发区店）
餐饮评论-1819,ID819,优乐堡（开发区店）
餐饮评论-1820,ID820,相聚时光（光明店）
餐饮评论-1821,ID821,鲜饮时光（高州店）
餐饮评论-1822,ID822,鲜饮时光（高州店）
餐饮评论-1823,ID823,鲜饮时光（高州店）
餐饮评论-1824,ID824,鲜饮时光（高州店）
餐饮评论-1825,ID825,优之品西点
餐饮评论-1826,ID826,相聚时光（光明店）
餐饮评论-1827,ID827,相聚时光（光明店）
餐饮评论-1828,ID828,优之品西点
餐饮评论-1829,ID829,旺角亭（为民店）
餐饮评论-1830,ID830,相聚时光（光明店）
餐饮评论-1831,ID831,甜在心扉千层蛋糕（茂名店）
餐饮评论-1832,ID832,元晟坊蛋糕（南香公园店）
餐饮评论-1833,ID833,爱可咖啡馆（茂南店）
餐饮评论-1834,ID834,相聚时光（光明店）
餐饮评论-1835,ID835,小乔紫菜卷（小乔店）
餐饮评论-1836,ID836,元晟坊蛋糕（南香公园店）
餐饮评论-1837,ID837,元晟坊蛋糕（南香公园店）
餐饮评论-1838,ID838,元晟坊蛋糕（南香公园店）
餐饮评论-1839,ID839,元晟坊蛋糕（南香公园店）
餐饮评论-1840,ID840,甜在心扉千层蛋糕（茂名店）
餐饮评论-1841,ID841,相聚时光（光明店）
餐饮评论-1842,ID842,相聚时光（光明店）
餐饮评论-1843,ID843,元晟坊蛋糕（南香公园店）
